날짜 및 시간 : 2025-07-16 11:57:42, 내부 온도 : 18, 외부 온도 : 15, 내부 습도 : 57, 외부 광량 : 714, 내부 CO2농도 : 0.040, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 13:26:36, 내부 온도 : 19, 외부 온도 : 12, 내부 습도 : 57, 외부 광량 : 613, 내부 CO2농도 : 0.029, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 13:29:35, 내부 온도 : 24, 외부 온도 : 15, 내부 습도 : 53, 외부 광량 : 594, 내부 CO2농도 : 0.029, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:06:31, 내부 온도 : 18, 외부 온도 : 15, 내부 습도 : 51, 외부 광량 : 700, 내부 CO2농도 : 0.053, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:07:07, 내부 온도 : 28, 외부 온도 : 10, 내부 습도 : 52, 외부 광량 : 633, 내부 CO2농도 : 0.072, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:09:25, 내부 온도 : 21, 외부 온도 : 7, 내부 습도 : 55, 외부 광량 : 669, 내부 CO2농도 : 0.031, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:09:25, 내부 온도 : 18, 외부 온도 : 13, 내부 습도 : 51, 외부 광량 : 520, 내부 CO2농도 : 0.088, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:09:30, 내부 온도 : 20, 외부 온도 : 7, 내부 습도 : 55, 외부 광량 : 684, 내부 CO2농도 : 0.095, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:09:35, 내부 온도 : 30, 외부 온도 : 9, 내부 습도 : 54, 외부 광량 : 690, 내부 CO2농도 : 0.072, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:13:21, 내부 온도 : 18, 외부 온도 : 21, 내부 습도 : 58, 외부 광량 : 512, 내부 CO2농도 : 0.091, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:13:21, 내부 온도 : 29, 외부 온도 : 5, 내부 습도 : 58, 외부 광량 : 531, 내부 CO2농도 : 0.020, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:13:26, 내부 온도 : 30, 외부 온도 : 1, 내부 습도 : 52, 외부 광량 : 558, 내부 CO2농도 : 0.096, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:13:31, 내부 온도 : 23, 외부 온도 : 7, 내부 습도 : 51, 외부 광량 : 504, 내부 CO2농도 : 0.038, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:15:48, 내부 온도 : 29, 외부 온도 : 2, 내부 습도 : 59, 외부 광량 : 555, 내부 CO2농도 : 0.027, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:15:48, 내부 온도 : 27, 외부 온도 : 3, 내부 습도 : 58, 외부 광량 : 599, 내부 CO2농도 : 0.055, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:15:53, 내부 온도 : 18, 외부 온도 : 14, 내부 습도 : 56, 외부 광량 : 714, 내부 CO2농도 : 0.069, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:15:53, 내부 온도 : 25, 외부 온도 : 8, 내부 습도 : 55, 외부 광량 : 704, 내부 CO2농도 : 0.090, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:16:18, 내부 온도 : 29, 외부 온도 : 21, 내부 습도 : 53, 외부 광량 : 525, 내부 CO2농도 : 0.027, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:16:18, 내부 온도 : 25, 외부 온도 : 11, 내부 습도 : 53, 외부 광량 : 643, 내부 CO2농도 : 0.052, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:16:23, 내부 온도 : 19, 외부 온도 : 21, 내부 습도 : 55, 외부 광량 : 591, 내부 CO2농도 : 0.036, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:16:28, 내부 온도 : 20, 외부 온도 : 21, 내부 습도 : 59, 외부 광량 : 577, 내부 CO2농도 : 0.051, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:16:33, 내부 온도 : 21, 외부 온도 : 8, 내부 습도 : 60, 외부 광량 : 647, 내부 CO2농도 : 0.074, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:17:01, 내부 온도 : 24, 외부 온도 : 7, 내부 습도 : 57, 외부 광량 : 712, 내부 CO2농도 : 0.041, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:17:01, 내부 온도 : 25, 외부 온도 : 13, 내부 습도 : 51, 외부 광량 : 630, 내부 CO2농도 : 0.091, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:17:06, 내부 온도 : 20, 외부 온도 : 19, 내부 습도 : 59, 외부 광량 : 649, 내부 CO2농도 : 0.078, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:17:11, 내부 온도 : 23, 외부 온도 : 5, 내부 습도 : 58, 외부 광량 : 551, 내부 CO2농도 : 0.092, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:17:16, 내부 온도 : 21, 외부 온도 : 5, 내부 습도 : 54, 외부 광량 : 704, 내부 CO2농도 : 0.063, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:17:21, 내부 온도 : 24, 외부 온도 : 5, 내부 습도 : 52, 외부 광량 : 714, 내부 CO2농도 : 0.092, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:17:26, 내부 온도 : 24, 외부 온도 : 10, 내부 습도 : 53, 외부 광량 : 693, 내부 CO2농도 : 0.089, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:18:17, 내부 온도 : 22, 외부 온도 : 6, 내부 습도 : 52, 외부 광량 : 583, 내부 CO2농도 : 0.091, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:18:17, 내부 온도 : 29, 외부 온도 : 16, 내부 습도 : 59, 외부 광량 : 589, 내부 CO2농도 : 0.065, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:18:22, 내부 온도 : 20, 외부 온도 : 9, 내부 습도 : 56, 외부 광량 : 691, 내부 CO2농도 : 0.050, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:18:27, 내부 온도 : 21, 외부 온도 : 9, 내부 습도 : 50, 외부 광량 : 520, 내부 CO2농도 : 0.038, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:18:32, 내부 온도 : 18, 외부 온도 : 18, 내부 습도 : 56, 외부 광량 : 615, 내부 CO2농도 : 0.059, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:18:37, 내부 온도 : 29, 외부 온도 : 5, 내부 습도 : 60, 외부 광량 : 622, 내부 CO2농도 : 0.097, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:18:42, 내부 온도 : 28, 외부 온도 : 17, 내부 습도 : 59, 외부 광량 : 636, 내부 CO2농도 : 0.079, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:18:47, 내부 온도 : 28, 외부 온도 : 16, 내부 습도 : 52, 외부 광량 : 659, 내부 CO2농도 : 0.036, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:18:52, 내부 온도 : 25, 외부 온도 : 16, 내부 습도 : 51, 외부 광량 : 644, 내부 CO2농도 : 0.053, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:18:57, 내부 온도 : 28, 외부 온도 : 16, 내부 습도 : 50, 외부 광량 : 686, 내부 CO2농도 : 0.074, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:19:02, 내부 온도 : 20, 외부 온도 : 11, 내부 습도 : 50, 외부 광량 : 565, 내부 CO2농도 : 0.087, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:19:07, 내부 온도 : 27, 외부 온도 : 1, 내부 습도 : 52, 외부 광량 : 543, 내부 CO2농도 : 0.083, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:19:12, 내부 온도 : 26, 외부 온도 : 21, 내부 습도 : 59, 외부 광량 : 657, 내부 CO2농도 : 0.029, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:19:17, 내부 온도 : 25, 외부 온도 : 5, 내부 습도 : 55, 외부 광량 : 551, 내부 CO2농도 : 0.059, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:19:22, 내부 온도 : 25, 외부 온도 : 4, 내부 습도 : 53, 외부 광량 : 631, 내부 CO2농도 : 0.073, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:19:27, 내부 온도 : 21, 외부 온도 : 2, 내부 습도 : 58, 외부 광량 : 535, 내부 CO2농도 : 0.029, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:19:32, 내부 온도 : 20, 외부 온도 : 4, 내부 습도 : 50, 외부 광량 : 676, 내부 CO2농도 : 0.080, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:19:37, 내부 온도 : 18, 외부 온도 : 20, 내부 습도 : 56, 외부 광량 : 675, 내부 CO2농도 : 0.042, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:19:42, 내부 온도 : 28, 외부 온도 : 10, 내부 습도 : 51, 외부 광량 : 514, 내부 CO2농도 : 0.024, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:19:47, 내부 온도 : 19, 외부 온도 : 19, 내부 습도 : 55, 외부 광량 : 562, 내부 CO2농도 : 0.057, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:19:52, 내부 온도 : 28, 외부 온도 : 19, 내부 습도 : 56, 외부 광량 : 520, 내부 CO2농도 : 0.055, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:19:57, 내부 온도 : 22, 외부 온도 : 19, 내부 습도 : 60, 외부 광량 : 638, 내부 CO2농도 : 0.076, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:20:02, 내부 온도 : 19, 외부 온도 : 12, 내부 습도 : 51, 외부 광량 : 607, 내부 CO2농도 : 0.023, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:20:07, 내부 온도 : 20, 외부 온도 : 10, 내부 습도 : 53, 외부 광량 : 613, 내부 CO2농도 : 0.096, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:20:12, 내부 온도 : 28, 외부 온도 : 4, 내부 습도 : 59, 외부 광량 : 689, 내부 CO2농도 : 0.064, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:22:57, 내부 온도 : 26, 외부 온도 : 13, 내부 습도 : 57, 외부 광량 : 616, 내부 CO2농도 : 0.084, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:22:57, 내부 온도 : 18, 외부 온도 : 12, 내부 습도 : 50, 외부 광량 : 669, 내부 CO2농도 : 0.037, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:23:02, 내부 온도 : 20, 외부 온도 : 5, 내부 습도 : 57, 외부 광량 : 599, 내부 CO2농도 : 0.067, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:23:07, 내부 온도 : 29, 외부 온도 : 15, 내부 습도 : 55, 외부 광량 : 512, 내부 CO2농도 : 0.021, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:23:12, 내부 온도 : 22, 외부 온도 : 20, 내부 습도 : 50, 외부 광량 : 558, 내부 CO2농도 : 0.051, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:23:17, 내부 온도 : 22, 외부 온도 : 16, 내부 습도 : 57, 외부 광량 : 528, 내부 CO2농도 : 0.049, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:23:22, 내부 온도 : 24, 외부 온도 : 12, 내부 습도 : 50, 외부 광량 : 601, 내부 CO2농도 : 0.072, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:23:27, 내부 온도 : 29, 외부 온도 : 10, 내부 습도 : 51, 외부 광량 : 579, 내부 CO2농도 : 0.090, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:23:32, 내부 온도 : 28, 외부 온도 : 11, 내부 습도 : 59, 외부 광량 : 584, 내부 CO2농도 : 0.087, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:23:37, 내부 온도 : 29, 외부 온도 : 0, 내부 습도 : 58, 외부 광량 : 612, 내부 CO2농도 : 0.066, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:23:42, 내부 온도 : 24, 외부 온도 : 19, 내부 습도 : 51, 외부 광량 : 501, 내부 CO2농도 : 0.091, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:23:47, 내부 온도 : 19, 외부 온도 : 17, 내부 습도 : 50, 외부 광량 : 700, 내부 CO2농도 : 0.032, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:23:52, 내부 온도 : 18, 외부 온도 : 2, 내부 습도 : 50, 외부 광량 : 527, 내부 CO2농도 : 0.051, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:23:57, 내부 온도 : 30, 외부 온도 : 20, 내부 습도 : 60, 외부 광량 : 517, 내부 CO2농도 : 0.025, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:24:02, 내부 온도 : 21, 외부 온도 : 11, 내부 습도 : 50, 외부 광량 : 568, 내부 CO2농도 : 0.056, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:24:07, 내부 온도 : 20, 외부 온도 : 17, 내부 습도 : 59, 외부 광량 : 691, 내부 CO2농도 : 0.068, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:24:12, 내부 온도 : 25, 외부 온도 : 20, 내부 습도 : 56, 외부 광량 : 621, 내부 CO2농도 : 0.061, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:25:02, 내부 온도 : 21, 외부 온도 : 20, 내부 습도 : 56, 외부 광량 : 690, 내부 CO2농도 : 0.063, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:25:02, 내부 온도 : 21, 외부 온도 : 1, 내부 습도 : 57, 외부 광량 : 535, 내부 CO2농도 : 0.059, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:25:07, 내부 온도 : 19, 외부 온도 : 5, 내부 습도 : 56, 외부 광량 : 581, 내부 CO2농도 : 0.075, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:25:12, 내부 온도 : 21, 외부 온도 : 9, 내부 습도 : 56, 외부 광량 : 630, 내부 CO2농도 : 0.025, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:25:12, 내부 온도 : 25, 외부 온도 : 12, 내부 습도 : 50, 외부 광량 : 694, 내부 CO2농도 : 0.034, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:25:25, 내부 온도 : 24, 외부 온도 : 17, 내부 습도 : 51, 외부 광량 : 624, 내부 CO2농도 : 0.066, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:25:25, 내부 온도 : 18, 외부 온도 : 6, 내부 습도 : 57, 외부 광량 : 706, 내부 CO2농도 : 0.049, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:25:30, 내부 온도 : 25, 외부 온도 : 13, 내부 습도 : 53, 외부 광량 : 506, 내부 CO2농도 : 0.094, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:25:35, 내부 온도 : 23, 외부 온도 : 16, 내부 습도 : 55, 외부 광량 : 515, 내부 CO2농도 : 0.074, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:25:40, 내부 온도 : 20, 외부 온도 : 21, 내부 습도 : 58, 외부 광량 : 553, 내부 CO2농도 : 0.027, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:25:45, 내부 온도 : 26, 외부 온도 : 19, 내부 습도 : 58, 외부 광량 : 562, 내부 CO2농도 : 0.061, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:25:50, 내부 온도 : 21, 외부 온도 : 3, 내부 습도 : 50, 외부 광량 : 587, 내부 CO2농도 : 0.074, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:25:55, 내부 온도 : 30, 외부 온도 : 18, 내부 습도 : 60, 외부 광량 : 713, 내부 CO2농도 : 0.082, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:26:00, 내부 온도 : 22, 외부 온도 : 0, 내부 습도 : 51, 외부 광량 : 673, 내부 CO2농도 : 0.028, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:26:05, 내부 온도 : 26, 외부 온도 : 14, 내부 습도 : 55, 외부 광량 : 696, 내부 CO2농도 : 0.062, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:26:10, 내부 온도 : 22, 외부 온도 : 18, 내부 습도 : 53, 외부 광량 : 641, 내부 CO2농도 : 0.046, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:26:15, 내부 온도 : 30, 외부 온도 : 0, 내부 습도 : 50, 외부 광량 : 622, 내부 CO2농도 : 0.048, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:26:20, 내부 온도 : 29, 외부 온도 : 10, 내부 습도 : 50, 외부 광량 : 558, 내부 CO2농도 : 0.043, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:36:31, 내부 온도 : 28, 외부 온도 : 5, 내부 습도 : 55, 외부 광량 : 558, 내부 CO2농도 : 0.061, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:36:31, 내부 온도 : 18, 외부 온도 : 17, 내부 습도 : 56, 외부 광량 : 559, 내부 CO2농도 : 0.080, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:36:36, 내부 온도 : 21, 외부 온도 : 6, 내부 습도 : 60, 외부 광량 : 611, 내부 CO2농도 : 0.032, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:41:10, 내부 온도 : 30, 외부 온도 : 14, 내부 습도 : 55, 외부 광량 : 604, 내부 CO2농도 : 0.025, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:41:11, 내부 온도 : 28, 외부 온도 : 14, 내부 습도 : 53, 외부 광량 : 563, 내부 CO2농도 : 0.067, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:41:11, 내부 온도 : 27, 외부 온도 : 0, 내부 습도 : 57, 외부 광량 : 500, 내부 CO2농도 : 0.086, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:41:16, 내부 온도 : 26, 외부 온도 : 3, 내부 습도 : 51, 외부 광량 : 572, 내부 CO2농도 : 0.038, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:41:21, 내부 온도 : 20, 외부 온도 : 13, 내부 습도 : 56, 외부 광량 : 707, 내부 CO2농도 : 0.061, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:41:26, 내부 온도 : 28, 외부 온도 : 19, 내부 습도 : 58, 외부 광량 : 606, 내부 CO2농도 : 0.097, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 15:41:31, 내부 온도 : 23, 외부 온도 : 13, 내부 습도 : 60, 외부 광량 : 525, 내부 CO2농도 : 0.026, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 15:41:36, 내부 온도 : 26, 외부 온도 : 8, 내부 습도 : 53, 외부 광량 : 641, 내부 CO2농도 : 0.023, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 15:41:41, 내부 온도 : 19, 외부 온도 : 18, 내부 습도 : 60, 외부 광량 : 542, 내부 CO2농도 : 0.065, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 15:41:46, 내부 온도 : 20, 외부 온도 : 21, 내부 습도 : 51, 외부 광량 : 510, 내부 CO2농도 : 0.084, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:08:45, 내부 온도 : 26, 외부 온도 : 18, 내부 습도 : 59, 외부 광량 : 640, 내부 CO2농도 : 0.031, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:11:18, 내부 온도 : 19, 외부 온도 : 1, 내부 습도 : 59, 외부 광량 : 607, 내부 CO2농도 : 0.046, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:11:19, 내부 온도 : 21, 외부 온도 : 2, 내부 습도 : 55, 외부 광량 : 561, 내부 CO2농도 : 0.080, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:11:19, 내부 온도 : 26, 외부 온도 : 14, 내부 습도 : 53, 외부 광량 : 586, 내부 CO2농도 : 0.036, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:11:24, 내부 온도 : 19, 외부 온도 : 16, 내부 습도 : 51, 외부 광량 : 641, 내부 CO2농도 : 0.064, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:11:29, 내부 온도 : 19, 외부 온도 : 3, 내부 습도 : 55, 외부 광량 : 631, 내부 CO2농도 : 0.033, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:11:34, 내부 온도 : 30, 외부 온도 : 3, 내부 습도 : 52, 외부 광량 : 592, 내부 CO2농도 : 0.060, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:11:39, 내부 온도 : 29, 외부 온도 : 0, 내부 습도 : 50, 외부 광량 : 548, 내부 CO2농도 : 0.077, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:43:26, 내부 온도 : 21, 외부 온도 : 17, 내부 습도 : 58, 외부 광량 : 562, 내부 CO2농도 : 0.089, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:43:27, 내부 온도 : 23, 외부 온도 : 12, 내부 습도 : 59, 외부 광량 : 660, 내부 CO2농도 : 0.097, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:43:27, 내부 온도 : 27, 외부 온도 : 11, 내부 습도 : 53, 외부 광량 : 580, 내부 CO2농도 : 0.036, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:43:47, 내부 온도 : 26, 외부 온도 : 0, 내부 습도 : 53, 외부 광량 : 625, 내부 CO2농도 : 0.079, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:44:07, 내부 온도 : 25, 외부 온도 : 8, 내부 습도 : 50, 외부 광량 : 602, 내부 CO2농도 : 0.035, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:44:27, 내부 온도 : 29, 외부 온도 : 14, 내부 습도 : 52, 외부 광량 : 504, 내부 CO2농도 : 0.094, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:44:47, 내부 온도 : 25, 외부 온도 : 12, 내부 습도 : 51, 외부 광량 : 555, 내부 CO2농도 : 0.063, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:45:07, 내부 온도 : 22, 외부 온도 : 7, 내부 습도 : 59, 외부 광량 : 618, 내부 CO2농도 : 0.085, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:45:27, 내부 온도 : 21, 외부 온도 : 8, 내부 습도 : 55, 외부 광량 : 517, 내부 CO2농도 : 0.058, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:45:47, 내부 온도 : 23, 외부 온도 : 4, 내부 습도 : 53, 외부 광량 : 675, 내부 CO2농도 : 0.085, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:46:07, 내부 온도 : 27, 외부 온도 : 9, 내부 습도 : 54, 외부 광량 : 685, 내부 CO2농도 : 0.062, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:46:08, 내부 온도 : 25, 외부 온도 : 1, 내부 습도 : 52, 외부 광량 : 533, 내부 CO2농도 : 0.022, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:46:10, 내부 온도 : 20, 외부 온도 : 12, 내부 습도 : 57, 외부 광량 : 504, 내부 CO2농도 : 0.043, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:49:57, 내부 온도 : 20, 외부 온도 : 14, 내부 습도 : 58, 외부 광량 : 624, 내부 CO2농도 : 0.082, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:49:58, 내부 온도 : 28, 외부 온도 : 18, 내부 습도 : 59, 외부 광량 : 706, 내부 CO2농도 : 0.076, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:49:58, 내부 온도 : 22, 외부 온도 : 5, 내부 습도 : 57, 외부 광량 : 557, 내부 CO2농도 : 0.091, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:50:18, 내부 온도 : 30, 외부 온도 : 8, 내부 습도 : 50, 외부 광량 : 678, 내부 CO2농도 : 0.031, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:50:18, 내부 온도 : 18, 외부 온도 : 12, 내부 습도 : 58, 외부 광량 : 610, 내부 CO2농도 : 0.046, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:50:20, 내부 온도 : 19, 외부 온도 : 20, 내부 습도 : 52, 외부 광량 : 627, 내부 CO2농도 : 0.084, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:50:22, 내부 온도 : 21, 외부 온도 : 10, 내부 습도 : 56, 외부 광량 : 617, 내부 CO2농도 : 0.091, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:50:24, 내부 온도 : 27, 외부 온도 : 14, 내부 습도 : 58, 외부 광량 : 622, 내부 CO2농도 : 0.086, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:56:21, 내부 온도 : 27, 외부 온도 : 9, 내부 습도 : 51, 외부 광량 : 649, 내부 CO2농도 : 0.058, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:56:22, 내부 온도 : 27, 외부 온도 : 5, 내부 습도 : 58, 외부 광량 : 695, 내부 CO2농도 : 0.097, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:56:23, 내부 온도 : 25, 외부 온도 : 18, 내부 습도 : 60, 외부 광량 : 689, 내부 CO2농도 : 0.060, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:56:43, 내부 온도 : 24, 외부 온도 : 8, 내부 습도 : 57, 외부 광량 : 664, 내부 CO2농도 : 0.052, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:56:43, 내부 온도 : 25, 외부 온도 : 9, 내부 습도 : 56, 외부 광량 : 549, 내부 CO2농도 : 0.070, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:56:43, 내부 온도 : 24, 외부 온도 : 20, 내부 습도 : 55, 외부 광량 : 710, 내부 CO2농도 : 0.039, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:56:44, 내부 온도 : 20, 외부 온도 : 9, 내부 습도 : 56, 외부 광량 : 591, 내부 CO2농도 : 0.037, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:56:44, 내부 온도 : 23, 외부 온도 : 15, 내부 습도 : 50, 외부 광량 : 599, 내부 CO2농도 : 0.072, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:56:44, 내부 온도 : 30, 외부 온도 : 3, 내부 습도 : 53, 외부 광량 : 651, 내부 CO2농도 : 0.062, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:56:45, 내부 온도 : 18, 외부 온도 : 18, 내부 습도 : 53, 외부 광량 : 526, 내부 CO2농도 : 0.095, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:56:45, 내부 온도 : 26, 외부 온도 : 11, 내부 습도 : 52, 외부 광량 : 552, 내부 CO2농도 : 0.065, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:56:45, 내부 온도 : 27, 외부 온도 : 14, 내부 습도 : 58, 외부 광량 : 660, 내부 CO2농도 : 0.039, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:57:05, 내부 온도 : 30, 외부 온도 : 8, 내부 습도 : 57, 외부 광량 : 645, 내부 CO2농도 : 0.024, 내부 O2농도 : 7
